lifestyle_key,Diet_Type,Smoking_Alcohol,Physical_Activity_Level
1097,balanced,yes,sedentary
1098,non-veg,occasional,active
1099,veg,yes,sedentary
1100,veg,occasional,sedentary
1101,balanced,occasional,sedentary
1102,non-veg,occasional,active
1103,veg,no,moderate
1104,balanced,no,moderate
1105,veg,yes,sedentary
1106,balanced,yes,moderate
1107,balanced,yes,moderate
1108,non-veg,yes,moderate
1109,veg,no,sedentary
1110,non-veg,yes,sedentary
1111,veg,no,moderate
1112,balanced,no,moderate
1113,veg,occasional,moderate
1114,balanced,yes,moderate
1115,balanced,no,sedentary
1116,balanced,yes,moderate
1117,non-veg,no,sedentary
1118,balanced,occasional,active
1119,veg,yes,moderate
1120,veg,yes,active
1121,balanced,yes,active
1122,balanced,occasional,moderate
1123,veg,no,sedentary
1124,balanced,occasional,sedentary
1125,non-veg,occasional,moderate
1126,veg,yes,sedentary
1127,balanced,no,active
1128,veg,no,moderate
1129,veg,no,sedentary
1130,balanced,occasional,active
1131,balanced,no,moderate
1132,balanced,no,moderate
1133,veg,no,sedentary
1134,non-veg,no,moderate
1135,non-veg,yes,active
1136,veg,no,active
1137,balanced,yes,sedentary
1138,veg,occasional,sedentary
1139,balanced,no,active
1140,veg,occasional,sedentary
1141,veg,no,moderate
1142,veg,yes,active
1143,veg,yes,sedentary
1144,balanced,occasional,active
1145,non-veg,occasional,sedentary
1146,veg,occasional,active
1147,non-veg,occasional,active
1148,balanced,yes,sedentary
1149,veg,no,moderate
1150,non-veg,occasional,active
1151,balanced,occasional,moderate
1152,non-veg,yes,moderate
1153,veg,occasional,moderate
1154,balanced,yes,sedentary
1155,balanced,yes,active
1156,veg,no,active
1157,balanced,no,active
1158,veg,yes,sedentary
1159,veg,occasional,sedentary
1160,balanced,no,sedentary
1161,balanced,occasional,moderate
1162,veg,occasional,sedentary
1163,non-veg,no,active
1164,balanced,yes,sedentary
1165,balanced,yes,moderate
1166,non-veg,occasional,moderate
1167,non-veg,occasional,active
1168,non-veg,occasional,moderate
1169,non-veg,occasional,sedentary
1170,veg,no,moderate
1171,veg,occasional,sedentary
1172,non-veg,no,moderate
1173,veg,yes,active
1174,balanced,yes,moderate
1175,veg,yes,moderate
1176,balanced,no,active
1177,non-veg,occasional,sedentary
1178,balanced,occasional,active
1179,non-veg,no,active
1180,veg,occasional,moderate
1181,balanced,occasional,moderate
1182,veg,no,sedentary
1183,non-veg,yes,active
1184,balanced,occasional,sedentary
1185,veg,occasional,sedentary
1186,veg,no,moderate
1187,non-veg,occasional,sedentary
1188,non-veg,no,sedentary
1189,non-veg,occasional,sedentary
1190,balanced,occasional,sedentary
1191,non-veg,occasional,sedentary
1192,veg,occasional,moderate
1193,non-veg,yes,active
1194,veg,occasional,active
1195,veg,yes,active
1196,veg,occasional,moderate
1197,veg,yes,moderate
1198,non-veg,occasional,moderate
1199,balanced,yes,sedentary
1200,non-veg,no,moderate
1201,veg,occasional,sedentary
1202,veg,occasional,sedentary
1203,veg,occasional,active
1204,non-veg,occasional,sedentary
1205,veg,occasional,moderate
1206,balanced,occasional,sedentary
1207,veg,yes,moderate
1208,veg,no,moderate
1209,non-veg,yes,sedentary
1210,non-veg,occasional,moderate
1211,non-veg,yes,active
1212,veg,occasional,sedentary
1213,balanced,no,moderate
1214,non-veg,no,sedentary
1215,balanced,occasional,sedentary
1216,veg,occasional,moderate
1217,non-veg,yes,active
1218,veg,no,moderate
1219,non-veg,no,active
1220,non-veg,yes,sedentary
1221,balanced,occasional,active
1222,veg,yes,active
1223,veg,occasional,moderate
1224,balanced,occasional,moderate
1225,non-veg,no,moderate
1226,veg,occasional,sedentary
1227,balanced,occasional,moderate
1228,balanced,yes,moderate
1229,non-veg,yes,sedentary
1230,non-veg,yes,active
1231,balanced,occasional,sedentary
1232,balanced,no,sedentary
1233,veg,occasional,active
1234,veg,no,active
1235,balanced,occasional,active
1236,non-veg,occasional,active
1237,non-veg,occasional,sedentary
1238,non-veg,no,moderate
1239,non-veg,no,active
1240,veg,no,sedentary
1241,non-veg,yes,moderate
1242,balanced,yes,moderate
1243,veg,no,sedentary
1244,veg,no,moderate
1245,non-veg,occasional,sedentary
1246,balanced,no,moderate
1247,veg,occasional,moderate
1248,balanced,no,sedentary
1249,non-veg,no,active
1250,veg,occasional,active
1251,veg,yes,moderate
1252,balanced,occasional,sedentary
1253,non-veg,occasional,moderate
1254,non-veg,yes,sedentary
1255,non-veg,no,active
1256,non-veg,no,sedentary
1257,balanced,yes,active
1258,balanced,occasional,sedentary
1259,balanced,no,sedentary
1260,non-veg,occasional,moderate
1261,non-veg,no,sedentary
1262,veg,yes,sedentary
1263,balanced,yes,active
1264,non-veg,no,active
1265,balanced,no,sedentary
1266,non-veg,no,sedentary
1267,balanced,no,moderate
1268,veg,occasional,sedentary
1269,veg,no,sedentary
1270,balanced,occasional,sedentary
1271,non-veg,no,sedentary
1272,veg,yes,active
1273,balanced,yes,moderate
1274,veg,yes,active
1275,veg,no,moderate
1276,veg,yes,moderate
1277,veg,no,active
1278,balanced,no,sedentary
1279,balanced,no,sedentary
1280,balanced,yes,active
1281,balanced,yes,moderate
1282,veg,occasional,active
1283,veg,yes,sedentary
1284,veg,occasional,sedentary
1285,veg,occasional,moderate
1286,balanced,occasional,active
1287,veg,no,sedentary
1288,veg,occasional,moderate
1289,veg,yes,sedentary
1290,non-veg,occasional,moderate
1291,non-veg,occasional,sedentary
1292,balanced,occasional,active
1293,veg,occasional,active
1294,balanced,yes,moderate
1295,veg,no,moderate
1296,non-veg,no,sedentary
1297,veg,occasional,moderate
1298,veg,no,sedentary
1299,non-veg,yes,moderate
1300,non-veg,yes,sedentary
1301,balanced,no,moderate
1302,non-veg,occasional,moderate
1303,balanced,no,moderate
1304,veg,yes,sedentary
1305,non-veg,occasional,moderate
1306,balanced,no,sedentary
1307,balanced,occasional,active
1308,balanced,occasional,active
1309,non-veg,yes,moderate
1310,non-veg,occasional,moderate
1311,non-veg,occasional,sedentary
1312,veg,no,active
1313,non-veg,yes,active
1314,balanced,occasional,active
1315,non-veg,yes,moderate
1316,non-veg,no,moderate
1317,non-veg,occasional,moderate
1318,non-veg,no,sedentary
1319,non-veg,no,sedentary
1320,balanced,no,moderate
1321,non-veg,no,sedentary
1322,non-veg,occasional,moderate
1323,balanced,no,moderate
1324,non-veg,occasional,active
1325,balanced,occasional,moderate
1326,balanced,yes,active
1327,balanced,occasional,active
1328,veg,no,sedentary
1329,veg,no,sedentary
1330,non-veg,yes,sedentary
1331,veg,occasional,sedentary
1332,non-veg,no,moderate
1333,veg,no,active
1334,veg,occasional,sedentary
1335,balanced,no,active
1336,veg,no,active
1337,non-veg,no,active
1338,balanced,no,active
1339,balanced,yes,sedentary
1340,non-veg,no,sedentary
1341,non-veg,no,active
1342,balanced,no,moderate
1343,veg,occasional,moderate
1344,veg,yes,active
1345,veg,no,moderate
1346,veg,no,sedentary
1347,non-veg,no,sedentary
1348,non-veg,occasional,sedentary
1349,veg,no,sedentary
1350,balanced,occasional,moderate
1351,balanced,occasional,moderate
1352,balanced,no,active
1353,veg,no,sedentary
1354,veg,yes,sedentary
1355,veg,yes,sedentary
1356,veg,yes,sedentary
1357,balanced,occasional,moderate
1358,non-veg,occasional,moderate
1359,veg,no,moderate
1360,veg,occasional,active
1361,non-veg,occasional,sedentary
1362,veg,no,moderate
1363,non-veg,yes,sedentary
1364,veg,occasional,sedentary
1365,balanced,no,active
1366,balanced,no,sedentary
1367,veg,occasional,moderate
1368,balanced,yes,sedentary
1369,veg,no,moderate
1370,veg,no,active
1371,veg,occasional,moderate
1372,non-veg,no,sedentary
1373,veg,yes,moderate
1374,balanced,no,sedentary
1375,balanced,occasional,moderate
1376,veg,yes,moderate
1377,veg,no,moderate
1378,balanced,no,sedentary
1379,balanced,yes,moderate
1380,non-veg,no,active
1381,non-veg,yes,active
1382,balanced,no,active
1383,veg,occasional,moderate
1384,balanced,no,active
1385,veg,occasional,moderate
1386,balanced,occasional,active
1387,veg,no,moderate
1388,non-veg,no,active
1389,veg,occasional,moderate
1390,veg,no,moderate
1391,non-veg,yes,sedentary
1392,veg,no,moderate
1393,non-veg,occasional,sedentary
1394,non-veg,no,moderate
1395,veg,occasional,active
1396,balanced,no,sedentary
1397,non-veg,yes,moderate
1398,non-veg,no,active
1399,non-veg,yes,sedentary
1400,balanced,no,active
1401,balanced,no,sedentary
1402,non-veg,occasional,moderate
1403,veg,yes,sedentary
1404,balanced,occasional,sedentary
1405,non-veg,occasional,active
1406,non-veg,occasional,moderate
1407,balanced,yes,active
1408,veg,yes,moderate
1409,non-veg,yes,active
1410,balanced,no,moderate
1411,veg,yes,sedentary
1412,balanced,no,moderate
1413,balanced,occasional,sedentary
1414,balanced,yes,sedentary
1415,veg,yes,moderate
1416,veg,no,moderate
1417,non-veg,occasional,sedentary
1418,veg,no,moderate
1419,veg,yes,moderate
1420,non-veg,yes,active
1421,veg,no,sedentary
1422,veg,occasional,moderate
1423,veg,yes,sedentary
1424,balanced,occasional,active
1425,non-veg,yes,active
1426,balanced,no,sedentary
1427,non-veg,occasional,moderate
1428,veg,no,sedentary
1429,veg,no,active
1430,non-veg,no,active
1431,balanced,no,active
1432,veg,no,moderate
1433,veg,yes,active
1434,non-veg,no,moderate
1435,non-veg,yes,moderate
1436,balanced,occasional,sedentary
1437,veg,occasional,sedentary
1438,non-veg,no,active
1439,balanced,yes,moderate
1440,veg,yes,moderate
1441,balanced,yes,sedentary
1442,veg,occasional,moderate
1443,veg,yes,active
1444,veg,no,sedentary
1445,non-veg,yes,active
1446,veg,no,active
1447,balanced,occasional,moderate
1448,balanced,no,sedentary
1449,balanced,no,sedentary
1450,balanced,occasional,sedentary
1451,non-veg,no,active
1452,non-veg,occasional,active
1453,non-veg,yes,sedentary
1454,veg,no,sedentary
1455,veg,occasional,moderate
1456,veg,no,sedentary
1457,veg,yes,sedentary
1458,balanced,yes,active
1459,non-veg,occasional,sedentary
1460,veg,no,sedentary
1461,balanced,occasional,active
1462,balanced,no,moderate
1463,non-veg,occasional,sedentary
1464,veg,occasional,sedentary
1465,non-veg,no,moderate
1466,non-veg,yes,active
1467,non-veg,yes,moderate
1468,non-veg,occasional,active
1469,non-veg,occasional,active
1470,non-veg,occasional,sedentary
1471,veg,yes,moderate
1472,veg,occasional,sedentary
1473,non-veg,yes,moderate
1474,balanced,occasional,moderate
1475,veg,yes,moderate
1476,non-veg,no,sedentary
1477,balanced,no,active
1478,veg,yes,moderate
1479,veg,yes,active
1480,veg,yes,sedentary
1481,balanced,no,moderate
1482,veg,yes,moderate
1483,non-veg,occasional,moderate
1484,non-veg,no,active
1485,veg,yes,moderate
1486,non-veg,no,active
1487,balanced,no,sedentary
1488,balanced,no,sedentary
1489,veg,yes,active
1490,veg,no,sedentary
1491,balanced,yes,active
1492,non-veg,yes,sedentary
1493,non-veg,yes,sedentary
1494,non-veg,no,sedentary
1495,balanced,occasional,moderate
1496,non-veg,occasional,sedentary
1497,non-veg,yes,moderate
1498,veg,yes,active
1499,balanced,occasional,active
1500,veg,occasional,moderate
1501,non-veg,yes,sedentary
1502,non-veg,yes,sedentary
1503,non-veg,yes,sedentary
1504,balanced,occasional,sedentary
1505,balanced,yes,active
1506,veg,occasional,sedentary
1507,balanced,no,sedentary
1508,non-veg,occasional,moderate
1509,balanced,yes,moderate
1510,non-veg,occasional,sedentary
1511,non-veg,no,moderate
1512,non-veg,yes,moderate
1513,non-veg,yes,active
1514,veg,occasional,active
1515,non-veg,occasional,sedentary
1516,balanced,occasional,active
1517,balanced,occasional,active
1518,veg,occasional,sedentary
1519,non-veg,yes,sedentary
1520,balanced,no,sedentary
1521,non-veg,no,active
1522,veg,no,moderate
1523,non-veg,no,active
1524,non-veg,no,active
1525,veg,no,moderate
1526,veg,occasional,moderate
1527,non-veg,no,sedentary
1528,veg,occasional,moderate
1529,veg,no,moderate
1530,balanced,no,moderate
1531,non-veg,no,sedentary
1532,balanced,no,active
1533,balanced,occasional,active
1534,balanced,yes,sedentary
1535,veg,no,sedentary
1536,veg,no,sedentary
1537,balanced,no,sedentary
1538,balanced,yes,active
1539,veg,no,active
1540,balanced,no,moderate
1541,balanced,no,active
1542,veg,occasional,sedentary
1543,balanced,yes,sedentary
1544,veg,occasional,sedentary
1545,veg,yes,moderate
1546,balanced,no,moderate
1547,non-veg,yes,sedentary
1548,balanced,no,sedentary
1549,balanced,no,active
1550,balanced,yes,active
1551,veg,occasional,moderate
1552,veg,no,moderate
1553,veg,yes,active
1554,balanced,yes,active
1555,veg,yes,active
1556,balanced,yes,active
1557,balanced,occasional,moderate
1558,veg,occasional,moderate
1559,veg,occasional,active
1560,balanced,yes,sedentary
1561,non-veg,no,moderate
1562,balanced,occasional,active
1563,balanced,no,active
1564,balanced,yes,moderate
1565,veg,no,moderate
1566,veg,occasional,moderate
1567,balanced,occasional,moderate
1568,balanced,occasional,sedentary
1569,non-veg,occasional,sedentary
1570,veg,occasional,sedentary
1571,veg,yes,moderate
1572,balanced,no,sedentary
1573,non-veg,no,sedentary
1574,veg,occasional,active
1575,veg,occasional,sedentary
1576,balanced,yes,moderate
1577,veg,occasional,sedentary
1578,balanced,no,moderate
1579,veg,yes,sedentary
1580,veg,no,active
1581,non-veg,occasional,sedentary
1582,veg,yes,sedentary
1583,balanced,no,moderate
1584,veg,yes,active
1585,veg,occasional,active
1586,veg,yes,moderate
1587,non-veg,yes,sedentary
1588,balanced,no,active
1589,balanced,no,sedentary
1590,veg,yes,sedentary
1591,non-veg,no,active
1592,veg,yes,moderate
1593,non-veg,occasional,moderate
1594,balanced,yes,active
1595,non-veg,yes,active
1596,veg,no,active
1597,non-veg,no,sedentary
1598,non-veg,no,moderate
1599,veg,occasional,active
1600,non-veg,yes,sedentary
1601,balanced,yes,active
1602,non-veg,occasional,active
1603,non-veg,no,active
1604,non-veg,yes,moderate
1605,non-veg,yes,moderate
1606,non-veg,occasional,moderate
1607,balanced,yes,active
1608,veg,yes,active
1609,balanced,no,active
1610,non-veg,yes,moderate
1611,non-veg,yes,moderate
1612,non-veg,occasional,sedentary
1613,balanced,occasional,moderate
1614,balanced,no,sedentary
1615,non-veg,yes,moderate
1616,balanced,no,moderate
1617,balanced,no,active
1618,veg,yes,moderate
1619,balanced,yes,sedentary
1620,veg,yes,active
1621,veg,no,moderate
1622,non-veg,occasional,sedentary
1623,balanced,yes,active
1624,balanced,yes,active
1625,balanced,no,active
1626,balanced,yes,moderate
1627,balanced,occasional,moderate
1628,balanced,occasional,active
1629,veg,occasional,active
1630,non-veg,yes,sedentary
1631,balanced,no,moderate
1632,veg,occasional,active
1633,veg,yes,moderate
1634,balanced,no,moderate
1635,balanced,yes,moderate
1636,balanced,yes,sedentary
1637,veg,occasional,moderate
1638,veg,occasional,active
1639,balanced,yes,sedentary
1640,non-veg,yes,sedentary
1641,non-veg,yes,active
1642,veg,occasional,sedentary
1643,non-veg,yes,active
1644,balanced,no,sedentary
1645,balanced,no,active
1646,veg,yes,moderate
1647,balanced,yes,sedentary
1648,non-veg,no,sedentary
1649,veg,no,moderate
1650,balanced,yes,active
1651,veg,yes,sedentary
1652,balanced,occasional,moderate
1653,veg,yes,moderate
1654,non-veg,occasional,sedentary
1655,veg,occasional,sedentary
1656,veg,no,moderate
1657,veg,yes,active
1658,veg,occasional,active
1659,veg,occasional,sedentary
1660,veg,occasional,moderate
1661,veg,yes,moderate
1662,non-veg,no,active
1663,non-veg,no,active
1664,veg,yes,active
1665,balanced,no,moderate
1666,non-veg,occasional,active
1667,veg,no,sedentary
1668,balanced,no,active
1669,veg,yes,sedentary
1670,balanced,occasional,active
1671,balanced,yes,sedentary
1672,veg,no,sedentary
1673,non-veg,occasional,sedentary
1674,balanced,occasional,active
1675,balanced,no,active
1676,non-veg,yes,active
1677,non-veg,yes,sedentary
1678,balanced,no,active
1679,non-veg,occasional,moderate
1680,non-veg,occasional,sedentary
1681,veg,occasional,active
1682,balanced,yes,moderate
1683,balanced,no,sedentary
1684,balanced,no,sedentary
1685,veg,occasional,active
1686,balanced,no,moderate
1687,veg,occasional,active
1688,non-veg,occasional,moderate
1689,non-veg,yes,sedentary
1690,non-veg,no,active
1691,non-veg,occasional,active
1692,veg,occasional,moderate
1693,balanced,yes,moderate
1694,non-veg,no,sedentary
1695,veg,yes,moderate
1696,veg,no,active
1697,non-veg,no,active
1698,veg,yes,active
1699,veg,occasional,active
1700,balanced,no,moderate
1701,veg,yes,active
1702,balanced,occasional,sedentary
1703,non-veg,yes,active
1704,veg,yes,moderate
1705,non-veg,no,moderate
1706,balanced,no,sedentary
1707,balanced,occasional,sedentary
1708,non-veg,no,active
1709,balanced,occasional,active
1710,balanced,yes,sedentary
1711,non-veg,yes,sedentary
1712,balanced,yes,moderate
1713,non-veg,yes,moderate
1714,non-veg,no,moderate
1715,balanced,occasional,active
1716,non-veg,yes,moderate
1717,veg,occasional,active
1718,veg,occasional,sedentary
1719,balanced,no,sedentary
1720,balanced,yes,sedentary
1721,veg,occasional,sedentary
1722,balanced,no,sedentary
1723,non-veg,occasional,active
1724,balanced,yes,sedentary
1725,balanced,yes,sedentary
1726,non-veg,occasional,active
1727,non-veg,occasional,sedentary
1728,non-veg,no,sedentary
